species	OTU
AF412977-1-1447-Bacteria-Firmicutes-Bacilli-Mycoplasmatales-Mycoplasmataceae-Mycoplasma-Mycoplasma-crocodyli	otu194
NR_113692-1-Mycoplasma-pulmonis-strain-NBRC-14896-16S-ribosomal-RNA-partial-sequence	otu195
AE017308-646160-647679-Bacteria-Firmicutes-Bacilli-Mycoplasmatales-Mycoplasmataceae-Mycoplasma-Mycoplasma-mobile-163K	otu196
GU227372-1-1432-Bacteria-Firmicutes-Bacilli-Mycoplasmatales-Mycoplasmataceae-Mycoplasma-Mycoplasma-hyorhinis-ATCC-17981	otu197
NR_074135-1-Mycoplasma-conjunctivae-strain-HRC-583-16S-ribosomal-RNA-partial-sequence	otu198
AE017244-901824-903360-Bacteria-Firmicutes-Bacilli-Mycoplasmatales-Mycoplasmataceae-Mycoplasma-Mycoplasma-hyopneumoniae-7448	otu199
NR_146698-1-Clostridiales-genomosp-16S-ribosomal-RNA-partial-sequence	otu200
NR_074629-1-Clostridium-thermocellum-strain-ATCC-27405-16S-ribosomal-RNA-partial-sequence	otu201
AEDB02000059-1043-2533-Bacteria-Firmicutes-Clostridia-Oscillospirales-Hungateiclostridiaceae-Acetivibrio-Acetivibrio-cellulolyticus-CD2	otu202
JN656278-1-1368-Bacteria-Firmicutes-Clostridia-Oscillospirales-Hungateiclostridiaceae-Pseudoclostridium-Ruminococcaceae-bacterium-HZ254R	otu203
NR_102768-2-Clostridium-cellulolyticum-strain-H10-16S-ribosomal-RNA-partial-sequence	otu204
NR_026102-1-Clostridium-papyrosolvens-DSM-2782-16S-ribosomal-RNA-partial-sequence	otu205
NR_025670-1-Bacteroides-capillosus-ATCC-29799-16S-ribosomal-RNA-partial-sequence	otu206
JN866826-1-1396-Bacteria-Firmicutes-Clostridia-Oscillospirales-Ruminococcaceae-Ruminococcus-Ruminococcus-flavefaciens	otu207
EU266551-1-1426-Bacteria-Firmicutes-Clostridia-Oscillospirales-Ruminococcaceae-Ruminococcus-Clostridiales-bacterium-80-3	otu208
X85098-1-1458-Bacteria-Firmicutes-Clostridia-Oscillospirales-Ruminococcaceae-Ruminococcus-Ruminococcus-albus	otu209
KY643810-1-1366-Bacteria-Firmicutes-Clostridia-Oscillospirales-Ruminococcaceae-Ruminococcus-Ruminococcus-sp-	otu210
NR_029355-1-Clostridium-methylpentosum-strain-R2-16S-ribosomal-RNA-partial-sequence	otu211
NR_114789-1-Clostridium-leptum-strain-DSM-753-16S-ribosomal-RNA-partial-sequence	otu212
NR_118675-1-Eubacterium-siraeum-strain-ATCC-29066-16S-ribosomal-RNA-partial-sequence	otu213
EU639425-1-1496-Bacteria-Firmicutes-Clostridia-Oscillospirales-Ethanoligenenaceae-Ethanoligenens-Ethanoligenens-harbinense	otu214
AJ270470-1-1464-Bacteria-Firmicutes-Clostridia-Oscillospirales-Ruminococcaceae-Faecalibacterium-Faecalibacterium-prausnitzii	otu215
AJ518869-1-1428-Bacteria-Firmicutes-Clostridia-Oscillospirales-Ruminococcaceae-Subdoligranulum-Subdoligranulum-variabile	otu216
AJ315980-1-1393-Bacteria-Firmicutes-Clostridia-Oscillospirales-Ruminococcaceae-Anaerotruncus-Anaerotruncus-colihominis	otu217
NR_074536-1-Clostridium-lentocellum-DSM-5427-16S-ribosomal-RNA-partial-sequence	otu218
AY844971-1-1370-Bacteria-Firmicutes-Clostridia-Lachnospirales-Lachnospiraceae-Epulopiscium-Epulopiscium-sp-N-l-_1_clone_100	otu219
FJ577261-1-1497-Bacteria-Firmicutes-Clostridia-Lachnospirales-Lachnospiraceae-Oribacterium-Oribacterium-sinus	otu220
JQ316650-1-1322-Bacteria-Firmicutes-Clostridia-Lachnospirales-Lachnospiraceae-Oribacterium-Oribacterium-sp-4F76CC	otu221
L34627-1-Eubacterium-rectale-16S-ribosomal-RNA	otu222
AJ312385-1-1482-Bacteria-Firmicutes-Clostridia-Lachnospirales-Lachnospiraceae-Roseburia-Roseburia-intestinalis	otu223
AJ270474-1-1508-Bacteria-Firmicutes-Clostridia-Lachnospirales-Lachnospiraceae-Roseburia-Roseburia-inulinivorans	otu224
HZ486399-10-1524-Bacteria-Firmicutes-Clostridia-Lachnospirales-Lachnospiraceae-Shuttleworthia-Shuttleworthia-satelles	otu225
EF031543-1-1440-Bacteria-Firmicutes-Clostridia-Lachnospirales-Lachnospiraceae-Coprococcus-Coprococcus-eutactus	otu226
L34613-1-Eubacterium-cellulosolvens-16S-ribosomal-RNA	otu227
X95624-1-1458-Bacteria-Firmicutes-Clostridia-Lachnospirales-Lachnospiraceae-Blautia-Blautia-hydrogenotrophica	otu228
NR_118692-1-Ruminococcus-obeum-ATCC-29174-16S-ribosomal-RNA-partial-sequence	otu229
AB534168-1-1492-Bacteria-Firmicutes-Clostridia-Lachnospirales-Lachnospiraceae-Blautia-Blautia-hansenii	otu230
L34421-1-1481-Bacteria-Firmicutes-Clostridia-Lachnospirales-Lachnospiraceae-Eubacterium-ventriosum-group-Eubacterium-ventriosum	otu231
NR_074613-1-Eubacterium-eligens-ATCC-27750-16S-ribosomal-RNA-partial-sequence	otu232
NR_121686-1-Bacteroides-pectinophilus-strain-N3-16S-ribosomal-RNA-partial-sequence	otu233
NR_118673-1-Eubacterium-hallii-strain-ATCC-27751-16S-ribosomal-RNA-partial-sequence	otu234
AJ270487-1-1456-Bacteria-Firmicutes-Clostridia-Lachnospirales-Lachnospiraceae-Anaerostipes-Anaerostipes-caccae	otu235
AZJF01000012-178214-179732-Bacteria-Firmicutes-Clostridia-Lachnospirales-Lachnospiraceae-Ruminococcus-gnavus-group-Ruminococcus-gnavus-CC55_001C	otu236
NR_029248-1-Clostridium-nexile-DSM-1787-16S-ribosomal-RNA-partial-sequence	otu237
EF031542-1-1453-Bacteria-Firmicutes-Clostridia-Lachnospirales-Lachnospiraceae-Coprococcus-Coprococcus-comes	otu238
L76602-1-1402-Bacteria-Firmicutes-Clostridia-Lachnospirales-Lachnospiraceae-Ruminococcus-torques-group-Ruminococcus-lactaris	otu239
AAVP02000029-271-1782-Bacteria-Firmicutes-Clostridia-Lachnospirales-Lachnospiraceae-Ruminococcus-torques-group-Ruminococcus-torques-ATCC-27756	otu240
JN093132-1-1351-Bacteria-Firmicutes-Clostridia-Lachnospirales-Lachnospiraceae-Dorea-Dorea-formicigenerans	otu241
AJ132842-30-1345-Bacteria-Firmicutes-Clostridia-Lachnospirales-Lachnospiraceae-Dorea-Dorea-longicatena	otu242
NR_024719-1-Clostridium-hylemonae-strain-TN-272-16S-ribosomal-RNA-partial-sequence	otu243
NR_112051-1-Clostridium-scindens-strain-JCM-6567-16S-ribosomal-RNA-partial-sequence	otu244
NR_025567-1-Clostridium-bolteae-strain-16351-16S-ribosomal-RNA-partial-sequence	otu245
ACCJ01000522-48-1565-Bacteria-Firmicutes-Clostridia-Lachnospirales-Lachnospiraceae-Lachnoclostridium-Clostridium-asparagiforme-DSM-15981	otu246
AJ318527-29-1455-Bacteria-Firmicutes-Clostridia-Lachnospirales-Lachnospiraceae-Marvinbryantia-Marvinbryantia-formatexigens	otu247
NR_102852-1-Clostridium-saccharolyticum-strain-WM1-16S-ribosomal-RNA-partial-sequence	otu248
NR_036928-1-Clostridium-hathewayi-strain-1313-16S-ribosomal-RNA-partial-sequence	otu249
NR_029185-1-Clostridium-proteoclasticus-strain-B316-16S-ribosomal-RNA-partial-sequence	otu250
X87151-1-1467-Bacteria-Firmicutes-Clostridia-Lachnospirales-Lachnospiraceae-Catonella-Catonella-morbi	otu251
X89981-1-1473-Bacteria-Firmicutes-Clostridia-Lachnospirales-Lachnospiraceae-Butyrivibrio-Butyrivibrio-crossotus	otu252
NR_104684-1-Eubacterium-saburreum-DSM-3986-strain-JCM-11021-16S-ribosomal-RNA-partial-sequence	otu253
AF287776-1-1486-Bacteria-Firmicutes-Clostridia-Lachnospirales-Lachnospiraceae-Lachnoanaerobaculum-Eubacterium-saburreum-like-sp-oral-clone-CK004	otu254
NR_074652-1-Clostridium-phytofermentans-strain-ISDg-16S-ribosomal-RNA-partial-sequence	otu255
U65987-1-1343-Bacteria-Firmicutes-Clostridia-Peptostreptococcales-Tissierellales-Anaerovoracaceae-Eubacterium-saphenum-group-Eubacterium-saphenum-ATCC-49989	otu256
NR_104843-1-Eubacterium-yurii-strain-SM14-16S-ribosomal-RNA-partial-sequence	otu257
AJ006962-1-1476-Bacteria-Firmicutes-Clostridia-Peptostreptococcales-Tissierellales-Peptostreptococcaceae-Filifactor-Filifactor-alocis	otu258
HZ484951-8-1404-Bacteria-Firmicutes-Clostridia-Peptostreptococcales-Tissierellales-Alkaliphilus-Alkaliphilus-metalliredigens	otu259
MG264210-1-1314-Bacteria-Firmicutes-Clostridia-Peptostreptococcales-Tissierellales-Alkaliphilus-Alkaliphilus-oremlandii	otu260
NR_102880-1-Clostridium-sticklandii-strain-DSM-519-16S-ribosomal-RNA-partial-sequence	otu261
L04168-1-1462-Bacteria-Firmicutes-Clostridia-Peptostreptococcales-Tissierellales-Peptostreptococcaceae-Peptostreptococcus-Peptostreptococcus-anaerobius	otu262
GQ422715-1-1516-Bacteria-Firmicutes-Clostridia-Peptostreptococcales-Tissierellales-Peptostreptococcaceae-Peptostreptococcus-Peptostreptococcus-stomatis	otu263
NR_028611-1-Clostridium-hiranonis-strain-TO-931-16S-ribosomal-RNA-partial-sequence	otu264
NR_113132-1-Clostridium-difficile-ATCC-9689-=-DSM-1296-strain-JCM-1296-16S-ribosomal-RNA-partial-sequence	otu265
NR_027573-1-Clostridium-bartlettii-strain-WAL-16138-16S-ribosomal-RNA-partial-sequence	otu266
JN053270-1-1380-Bacteria-Firmicutes-Clostridia-Peptostreptococcales-Tissierellales-Peptostreptococcaceae-Paraclostridium-Clostridium-sp-BMC4	otu267
CS023692-9-1500-Bacteria-Firmicutes-Clostridia-Clostridiales-Clostridiaceae-Clostridium-sensu-stricto-18-Clostridium-sporogenes	otu268
X68188-1-1511-Bacteria-Firmicutes-Clostridia-Clostridiales-Clostridiaceae-Clostridium-sensu-stricto-7-Clostridium-novyi	otu269
JN048946-1-1313-Bacteria-Firmicutes-Clostridia-Clostridiales-Clostridiaceae-Clostridium-sensu-stricto-1-Clostridium-perfringens	otu270
JN617068-1-1356-Bacteria-Firmicutes-Clostridia-Clostridiales-Clostridiaceae-Clostridium-sensu-stricto-1-Clostridium-botulinum	otu271
JN048941-1-1294-Bacteria-Firmicutes-Clostridia-Clostridiales-Clostridiaceae-Clostridium-sensu-stricto-1-Clostridium-butyricum	otu272
JN244676-1-1324-Bacteria-Firmicutes-Clostridia-Clostridiales-Clostridiaceae-Clostridium-sensu-stricto-1-Clostridium-beijerinckii	otu273
X73438-1-1513-Bacteria-Firmicutes-Clostridia-Clostridiales-Clostridiaceae-Clostridium-sensu-stricto-6-Clostridium-cellulovorans	otu274
JN592512-1-1370-Bacteria-Firmicutes-Clostridia-Clostridiales-Clostridiaceae-Clostridium-sensu-stricto-12-Clostridium-kluyveri	otu275
FR733688-1-1499-Bacteria-Firmicutes-Clostridia-Clostridiales-Clostridiaceae-Clostridium-sensu-stricto-12-Clostridium-ljungdahlii	otu276
KU316945-1-1462-Bacteria-Firmicutes-Clostridia-Clostridiales-Clostridiaceae-Clostridium-sensu-stricto-12-Clostridium-carboxidivorans	otu277
AJ518871-1-1462-Bacteria-Firmicutes-Clostridia-Eubacteriales-Anaerofustaceae-Anaerofustis-Anaerofustis-stercorihominis	otu278
JQ085755-1-1437-Bacteria-Firmicutes-Clostridia-Eubacteriales-Eubacteriaceae-Eubacterium-Eubacterium-limosum	otu279
AB036759-1-1480-Bacteria-Firmicutes-Clostridia-Eubacteriales-Eubacteriaceae-Pseudoramibacter-Pseudoramibacter-alactolyticus	otu280
AF542227-1-1409-Bacteria-Firmicutes-Clostridia-Peptostreptococcales-Tissierellales-Family-XI-Finegoldia-Finegoldia-magna	otu281
AF542231-1-1414-Bacteria-Firmicutes-Clostridia-Peptostreptococcales-Tissierellales-Family-XI-Parvimonas-Parvimonas-micra-ATCC-33270	otu282
KC311747-1-1401-Bacteria-Firmicutes-Clostridia-Peptostreptococcales-Tissierellales-Family-XI-Anaerococcus-Anaerococcus-hydrogenalis	otu283
AF542229-1-1412-Bacteria-Firmicutes-Clostridia-Peptostreptococcales-Tissierellales-Family-XI-Anaerococcus-Anaerococcus-vaginalis	otu284
AF542233-1-1411-Bacteria-Firmicutes-Clostridia-Peptostreptococcales-Tissierellales-Family-XI-Anaerococcus-Anaerococcus-lactolyticus	otu285
AF542232-1-1381-Bacteria-Firmicutes-Clostridia-Peptostreptococcales-Tissierellales-Family-XI-Anaerococcus-Anaerococcus-prevotii	otu286
AF542234-1-1418-Bacteria-Firmicutes-Clostridia-Peptostreptococcales-Tissierellales-Family-XI-Anaerococcus-Anaerococcus-tetradius	otu287
EU526290-1-1405-Bacteria-Firmicutes-Clostridia-Peptostreptococcales-Tissierellales-Family-XI-Peptoniphilus-Peptoniphilus-duerdenii	otu288
JN809769-1-1265-Bacteria-Firmicutes-Clostridia-Peptostreptococcales-Tissierellales-Family-XI-Peptoniphilus-Peptoniphilus-sp-BV3AC2	otu289
Y07839-1-1476-Bacteria-Firmicutes-Clostridia-Peptostreptococcales-Tissierellales-Family-XI-Peptoniphilus-Peptoniphilus-harei	otu290
AF542230-1-1406-Bacteria-Firmicutes-Clostridia-Peptostreptococcales-Tissierellales-Family-XI-Peptoniphilus-Peptoniphilus-lacrimalis	otu291
AJ276701-1-1644-Bacteria-Firmicutes-Desulfitobacteriia-Desulfitobacteriales-Desulfitobacteriaceae-Desulfitobacterium-Desulfitobacterium-hafniense	otu292
AB100836-1-1454-Bacteria-Firmicutes-Desulfitobacteriia-Desulfitobacteriales-Heliobacteriaceae-Heliobacterium-Heliobacterium-modesticaldum	otu293
U95951-1-1516-Bacteria-Firmicutes-Desulfotomaculia-Desulfotomaculales-Desulfotomaculaceae-Desulfotomaculum-Desulfotomaculum-reducens	otu294
NR_027608-1-Desulfotomaculum-acetoxidans-16S-ribosomal-RNA-partial-sequence	otu295
X65935-1-1488-Bacteria-Firmicutes-Negativicutes-Acidaminococcales-Acidaminococcaceae-Acidaminococcus-Acidaminococcus-fermentans	otu296
JN809763-1-1286-Bacteria-Firmicutes-Negativicutes-Acidaminococcales-Acidaminococcaceae-Acidaminococcus-Acidaminococcus-sp-BV3L6	otu297
X81878-1-1511-Bacteria-Firmicutes-Negativicutes-Veillonellales-Selenomonadales-Selenomonadaceae-Mitsuokella-Mitsuokella-multacida	otu298
AB003379-1-1455-Bacteria-Firmicutes-Negativicutes-Veillonellales-Selenomonadales-Selenomonadaceae-Selenomonas-Selenomonas-ruminantium	otu299
EU728739-1-1509-Bacteria-Firmicutes-Negativicutes-Veillonellales-Selenomonadales-Selenomonadaceae-Selenomonas-Selenomonas-sp-DJF_CR90	otu300
GU403326-1-1473-Bacteria-Firmicutes-Negativicutes-Veillonellales-Selenomonadales-Selenomonadaceae-Selenomonas-Selenomonas-sputigena	otu301
HZ486369-2-1484-Bacteria-Firmicutes-Negativicutes-Veillonellales-Selenomonadales-Selenomonadaceae-Selenomonas-Selenomonas-flueggei	otu302
LC037221-1-1505-Bacteria-Firmicutes-Negativicutes-Veillonellales-Selenomonadales-Selenomonadaceae-Selenomonas-Selenomonas-noxia	otu303
JN695648-1-1423-Bacteria-Firmicutes-Negativicutes-Veillonellales-Selenomonadales-Veillonellaceae-Veillonella-Veillonella-sp-OK9	otu304
KU321270-1-1486-Bacteria-Firmicutes-Negativicutes-Veillonellales-Selenomonadales-Veillonellaceae-Veillonella-Veillonella-parvula	otu305
X84006-1-1513-Bacteria-Firmicutes-Negativicutes-Veillonellales-Selenomonadales-Veillonellaceae-Veillonella-Veillonella-dispar	otu306
X84007-1-1513-Bacteria-Firmicutes-Negativicutes-Veillonellales-Selenomonadales-Veillonellaceae-Veillonella-Veillonella-atypica	otu307
GU401492-1-1493-Bacteria-Firmicutes-Negativicutes-Veillonellales-Selenomonadales-Veillonellaceae-Dialister-Dialister-invisus	otu308
HZ485507-4-1550-Bacteria-Firmicutes-Negativicutes-Veillonellales-Selenomonadales-Veillonellaceae-Dialister-Dialister-micraerophilus	otu309
LF134237-4-1552-Bacteria-Firmicutes-Negativicutes-Veillonellales-Selenomonadales-Veillonellaceae-Megasphaera-Megasphaera-genomosp-type_1	otu310
KC632239-1-1415-Bacteria-Firmicutes-Negativicutes-Veillonellales-Selenomonadales-Veillonellaceae-Megasphaera-Megasphaera-micronuciformis	otu311
FR749975-1-1548-Bacteria-Firmicutes-Negativicutes-Veillonellales-Selenomonadales-Sporomusaceae-Thermosinus-Thermosinus-carboxydivorans	otu312
EF422412-1-1441-Bacteria-Firmicutes-Dethiobacteria-Dethiobacterales-Dethiobacteraceae-Dethiobacter-Dethiobacter-alkaliphilus-AHT-1	otu313
EF090418-1-1413-Bacteria-Firmicutes-Natranaerobiia-Natranaerobiales-Natranaerobiaceae-Natranaerobius-Natranaerobius-thermophilus	otu314
AB004913-1-1479-Bacteria-Firmicutes-Symbiobacteriia-Symbiobacteriales-Symbiobacteraceae-Symbiobacterium-Symbiobacterium-thermophilum	otu315
MF405082-1-1383-Bacteria-Firmicutes-Thermoanaerobacteria-Thermoanaerobacterales-Family-III-Thermoanaerobacterium-Thermoanaerobacterium-thermosaccharolyticum	otu316
LP130709-1897311-1898862-Bacteria-Firmicutes-Desulfotomaculia-Carboxydothermales-Carboxydothermaceae-Carboxydothermus-Carboxydothermus-hydrogenoformans-Z-2901	otu317
AB011495-1-1488-Bacteria-Firmicutes-Thermaerobacteria-Thermaerobacterales-Thermaerobacteraceae-Thermaerobacter-Thermaerobacter-marianensis	otu318
EU652084-1-1500-Bacteria-Firmicutes-Thermaerobacteria-Thermaerobacterales-Thermaerobacteraceae-Thermaerobacter-Thermaerobacter-subterraneus	otu319
L09180-1-1534-Bacteria-Firmicutes-Thermoanaerobacteria-Caldicellulosiruptorales-Caldicellulosiraptoraceae-Caldicellulosiruptor-Caldicellulosiruptor-bescii	otu320
EF100908-1-1482-Bacteria-Firmicutes-Thermoanaerobacteria-Caldicellulosiruptorales-Caldicellulosiraptoraceae-Caldicellulosiruptor-Caldicellulosiruptor-hydrothermalis	otu321
AJ004811-1-1508-Bacteria-Firmicutes-Thermoanaerobacteria-Caldicellulosiruptorales-Caldicellulosiraptoraceae-Caldicellulosiruptor-Caldicellulosiruptor-kristjanssonii	otu322
X82842-1-1505-Bacteria-Firmicutes-Thermoanaerobacteria-Caldicellulosiruptorales-Caldicellulosiraptoraceae-Caldicellulosiruptor-Caldicellulosiruptor-lactoaceticus	otu323
GQ338764-1-1466-Bacteria-Firmicutes-Thermoanaerobacteria-Caldicellulosiruptorales-Caldicellulosiraptoraceae-Caldicellulosiruptor-Caldicellulosiruptor-obsidiansis	otu324
U80596-1-1539-Bacteria-Firmicutes-Thermoanaerobacteria-Caldicellulosiruptorales-Caldicellulosiraptoraceae-Caldicellulosiruptor-Caldicellulosiruptor-owensensis	otu325
KC527585-1-1428-Bacteria-Firmicutes-Thermoanaerobacteria-Caldicellulosiruptorales-Caldicellulosiraptoraceae-Caldicellulosiruptor-Caldicellulosiruptor-saccharolyticus	otu326
EF100909-1-1505-Bacteria-Firmicutes-Thermoanaerobacteria-Caldicellulosiruptorales-Caldicellulosiraptoraceae-Caldicellulosiruptor-Caldicellulosiruptor-kronotskyensis	otu327
NR_119307-1-Kyrpidia-tusciae-DSM-2912-16S-ribosomal-RNA-partial-sequence	otu328
DQ838045-1-1318-Bacteria-Firmicutes-Bacilli-Alicyclobacillales-Alicyclobacillaceae-Alicyclobacillus-Alicyclobacillus-acidocaldarius	otu329
AY703478-1-1386-Bacteria-Firmicutes-Thermovenabulia-Thermovenabulales-Thermosediminibacter-Thermosediminibacter-oceani	otu330
X69194-1-1540-Bacteria-Dictyoglomota-Dictyoglomia-Dictyoglomales-Dictyoglomaceae-Dictyoglomus-Dictyoglomus-thermophilum	otu331
CP001251-796084-797624-Bacteria-Dictyoglomota-Dictyoglomia-Dictyoglomales-Dictyoglomaceae-Dictyoglomus-Dictyoglomus-turgidum-DSM-6724	otu332
CP001785-674081-675648-Bacteria-Firmicutes-Desulfotomaculia-Ammonifexales-Ammonificaceae-Ammonifex-Ammonifex-degensii-KC4	otu333
CP000860-142718-144409-Bacteria-Firmicutes-Desulfotomaculia-Ammonifexales-Desulforudaceae-Candidatus-Desulforudis-Candidatus-Desulforudis-audaxviator-MP104C	otu334
AY216596-1-1320-Bacteria-Firmicutes-Thermoanaerobacteria-Thermoanaerobacterales-Thermoanaerobacteraceae-Caldanaerobacter-Caldanaerobacter-subterraneus	otu335
AJ250846-1-1480-Bacteria-Firmicutes-Thermoanaerobacteria-Thermoanaerobacterales-Thermoanaerobacteraceae-Thermoanaerobacter-Thermoanaerobacter-italicus	otu336
Y11279-1-1507-Bacteria-Firmicutes-Thermoanaerobacteria-Thermoanaerobacterales-Thermoanaerobacteraceae-Thermoanaerobacter-Thermoanaerobacter-mathranii	otu337
U51198-1-1518-Bacteria-Firmicutes-Thermoanaerobacteria-Thermoanaerobacterales-Thermoanaerobacteraceae-Thermoanaerobacter-Thermoanaerobacter-sp-	otu338
X92513-1-1464-Bacteria-Firmicutes-Thermoanaerobacteria-Thermoanaerobacterales-Thermoanaerobacteraceae-Thermoanaerobacter-Thermoanaerobacter-wiegelii	otu339
AF542521-1-1418-Bacteria-Firmicutes-Thermoanaerobacteria-Thermoanaerobacterales-Thermoanaerobacteraceae-Thermoanaerobacter-Thermoanaerobacter-ethanolicus	otu340
L09165-1-1513-Bacteria-Firmicutes-Thermoanaerobacteria-Thermoanaerobacterales-Thermoanaerobacteraceae-Thermoanaerobacter-Thermoanaerobacter-brockii	otu341
L09164-1-1515-Bacteria-Firmicutes-Thermoanaerobacteria-Thermoanaerobacterales-Thermoanaerobacteraceae-Thermoanaerobacter-Thermoanaerobacter-pseudethanolicus-ATCC-33223	otu342
HG970172-1-1394-Bacteria-Firmicutes-Syntrophomonadia-Syntrophomonadales-Syntrophomonadaceae-Syntrophomonas-Syntrophomonas-wolfei-subsp-saponavida	otu343
JQ346743-1-1500-Bacteria-Firmicutes-Syntrophomonadia-Syntrophomonadales-Syntrophomonadaceae-Syntrophothermus-Syntrophothermus-lipocalidus-DSM-12680	otu344
AJ242494-1-1557-Bacteria-Firmicutes-Moorellia-Moorellales-Moorellaceae-Moorella-Moorella-thermoacetica	otu345
AB035723-1-1532-Bacteria-Firmicutes-Desulfotomaculia-Desulfotomaculales-Pelotomaculaceae-Pelotomaculum-Pelotomaculum-thermopropionicum-SI	otu346
GU815244-1-1288-Bacteria-Firmicutes-Clostridia-Thermincolales-Thermincolaceae-Thermincola-Thermincola-potens-JR	otu347
X89077-1-1472-Bacteria-Halanaerobiaeota-Halanaerobiia-Halanaerobiales-Halobacteroidaceae-Acetohalobium-Acetohalobium-arabaticum	otu348
JN391524-1-1474-Bacteria-Halanaerobiaeota-Halanaerobiia-Halanaerobiales-Halanaerobiaceae-Halanaerobium-Halanaerobium-sp-HSR1	otu349
L22016-1-1534-Bacteria-Halanaerobiaeota-Halanaerobiia-Halanaerobiales-Halanaerobiaceae-Halothermothrix-Halothermothrix-orenii	otu350
KX826988-1-1408-Bacteria-Synergistota-Synergistia-Synergistales-Synergistaceae-Aminobacterium-Aminobacterium-colombiense	otu351
U52817-1-1505-Bacteria-Synergistota-Synergistia-Synergistales-Synergistaceae-Dethiosulfovibrio-Dethiosulfovibrio-peptidovorans	otu352
ET631036-837-2346-Bacteria-Synergistota-Synergistia-Synergistales-Synergistaceae-Jonquetella-Jonquetella-anthropi	otu353
EU309492-1-1445-Bacteria-Synergistota-Synergistia-Synergistales-Synergistaceae-Pyramidobacter-Pyramidobacter-piscolens-W5455	otu354
FJ862996-1-Anaerobaculum-hydrogeniformans-ATCC-BAA-1850-16S-ribosomal-RNA-gene-partial-sequence	otu355
AEIV01000001-1392647-1394150-Bacteria-Synergistota-Synergistia-Synergistales-Synergistaceae-Aminomonas-Aminomonas-paucivorans-DSM-12260	otu356
AF071414-1-1426-Bacteria-Synergistota-Synergistia-Synergistales-Synergistaceae-Thermanaerovibrio-Thermanaerovibrio-acidaminovorans	otu357
AM180156-1-1386-Bacteria-Chloroflexi-Ktedonobacteria-Ktedonobacterales-Ktedonobacteraceae-Ktedonobacter-Ktedonobacter-racemifer	otu358
FW306006-5447199-5448660-Bacteria-Chloroflexi-Chloroflexia-Chloroflexales-Herpetosiphonaceae-Herpetosiphon-Herpetosiphon-aurantiacus	otu359
AB041226-1-1398-Bacteria-Chloroflexi-Chloroflexia-Chloroflexales-Roseiflexaceae-Roseiflexus-Roseiflexus-castenholzii	otu360
CP000686-2803538-2805008-Bacteria-Chloroflexi-Chloroflexia-Chloroflexales-Roseiflexaceae-Roseiflexus-Roseiflexus-sp-RS-1	otu361
